,Intensidad,Magnitud,GAP
3789,3.8,2.7,44.0
3790,3.8,3.6,52.0
3791,3.8,3.4,52.0
3792,3.8,4.3,54.0
3793,3.8,3.1,54.0
3794,3.8,2.9,56.0
3795,3.8,3.6,60.0
3796,3.8,2.8,69.0
3797,3.8,2.8,81.0
3798,3.8,3.2,53.0
3799,3.8,3.5,55.0
3800,3.8,3.3,57.0
3801,3.8,2.7,57.0
3802,3.8,3.6,59.0
3803,3.8,3.1,86.0
3804,3.8,2.6,87.0
3805,4.1,4.0,29.0
3806,4.1,2.5,40.0
3807,4.1,2.8,42.0
3808,4.1,4.3,52.0
3809,4.1,4.4,60.0
3810,4.1,3.2,72.0
3811,4.1,3.0,72.0
3812,4.1,3.6,69.0
3813,4.1,2.6,55.0
3814,4.1,3.7,57.0
3815,4.1,3.803475183,63.0
3816,4.1,4.1,63.0
3817,4.1,3.1,78.0
3818,4.1,3.4,79.0
3819,4.1,2.5,72.0
3820,4.6,2.7,61.0
3821,2.2,2.7,42.0
3822,2.2,3.4,44.0
3823,2.2,2.7,54.0
3824,2.2,2.9,56.0
3825,2.2,2.752444994,56.0
3826,2.2,3.1,56.0
3827,2.2,4.1,88.0
3828,2.2,2.9,88.0
3829,2.2,3.2,65.0
3830,2.2,3.3,39.0
3831,2.2,3.2,41.0
3832,2.2,3.1,47.0
3833,2.2,2.8,55.0
3834,2.2,3.5,57.0
3835,2.2,2.6,57.0
3836,2.2,2.8,57.0
3837,2.2,3.0,59.0
3838,2.2,2.6,63.0
3839,2.2,2.6,66.0
3840,2.2,2.6,78.0
3841,2.2,3.2,78.0
3842,2.2,4.093029702,67.0
3843,2.2,3.3,67.0
3844,2.2,3.9,87.0
3845,2.2,3.9,60.0
3846,2.2,3.0,42.0
3847,2.7,2.9,42.0
3848,2.7,4.1,50.0
3849,2.7,2.7,60.0
3850,2.7,3.0,60.0
3851,2.7,3.2,64.0
3852,2.7,3.4,68.0
3853,2.7,3.1,51.0
3854,2.7,4.0,55.0
3855,2.7,3.6,57.0
3856,2.7,2.5,59.0
3857,2.7,2.6,61.0
3858,2.7,3.2,63.0
3859,2.7,2.9,70.0
3860,2.7,2.9,74.0
3861,2.7,2.7,86.0
3862,2.7,2.7,164.0
3863,2.7,2.9,79.0
3864,2.7,2.9,79.0
3865,2.7,3.2,76.0
3866,2.7,3.8,60.0
3867,2.7,3.8,65.0
3868,3.2,2.7,54.0
3869,3.2,2.7,53.0
3870,3.2,2.6,57.0
3871,3.7,3.0,34.0
3872,3.7,3.1,40.0
3873,3.7,2.8,72.0
3874,4.9,3.3,54.0
3875,4.9,2.6,70.0
3876,4.9,2.6,83.0
3877,4.9,3.8,65.0
3878,5.4,3.0,52.0
3879,3.1,3.4,21.0
3880,3.1,3.7,54.0
3881,3.1,2.7,56.0
3882,3.1,2.8,60.0
3883,3.1,2.7,64.0
3884,3.1,3.0,68.0
3885,3.1,3.1,92.0
3886,3.1,3.2,96.0
3887,3.1,2.5,138.0
3888,3.1,2.7,33.0
3889,3.1,3.4,55.0
3890,3.1,3.2,57.0
3891,3.1,2.6,57.0
3892,3.1,3.1,57.0
3893,3.1,2.8,59.0
3894,3.1,3.0,61.0
3895,3.1,3.0,61.0
3896,3.1,3.3,63.0
3897,3.1,3.4,70.0
3898,3.1,2.5,78.0
3899,3.1,2.5,86.0
3900,3.1,2.5,94.0
3901,3.1,3.0,57.0
3902,3.1,2.7,62.0
3903,3.6,2.7,49.0
3904,3.6,3.1,87.0
3905,4.2,3.1,52.0
3906,4.2,3.5,63.0
3907,4.2,2.9,70.0
3908,4.7,3.6,57.0
3909,5.2,2.8,62.0
3910,0.0,4.0,141.0
3911,2.0,3.3,48.0
3912,2.0,3.9,120.0
3913,2.0,2.9,81.0
3914,2.0,4.7,130.0
3915,2.0,3.1,117.0
3916,2.0,4.4,82.0
3917,2.0,5.2,87.0
3918,2.0,4.6,135.0
3919,2.0,3.6,167.0
3920,2.0,4.6,165.0
3921,2.5,4.2,145.0
3922,2.5,4.8,118.0
3923,6.5,6.8,61.0
3924,1.0,2.9,25.0
3925,1.0,4.7,40.0
3926,1.0,4.0,144.0
3927,1.0,4.0,176.0
3928,1.0,3.8,177.0
3929,1.0,2.7,177.0
3930,1.0,4.5,122.0
3931,1.0,4.0,126.0
3932,1.0,4.4,148.0
3933,1.0,4.2,163.0
3934,1.0,4.1,95.0
3935,1.0,4.0,123.0
3936,1.0,2.5,158.0
3937,1.0,4.5,167.0
3938,1.0,3.4,105.0
3939,2.4,5.2,43.0
3940,3.4,5.6,54.0
3941,3.4,4.7,129.0
3942,3.4,4.7,137.0
3943,3.4,5.2,66.0
3944,3.4,4.2,86.0
3945,3.4,5.1,102.0
3946,3.4,4.6,132.0
3947,3.4,5.1,135.0
3948,3.4,4.9,59.0
3949,3.9,6.2,95.0
3950,4.3,5.8,58.0
3951,4.3,4.7,37.0
3952,5.8,5.3,82.0
3953,3.3,4.8,109.0
3954,3.8,4.9,32.0
3955,3.8,5.4,56.0
3956,3.8,5.1,65.0
3957,3.8,5.3,105.0
3958,3.8,3.9,59.0
3959,3.8,5.1,63.0
3960,3.8,4.8,132.0
3961,3.8,3.4,155.0
3962,3.8,3.6,107.0
3963,3.8,3.8,141.0
3964,3.8,4.5,131.0
3965,4.1,4.5,65.0
3966,4.1,5.0,86.0
3967,4.6,3.2,33.0
3968,6.1,4.7,62.0
3969,2.2,5.2,31.0
3970,2.2,4.6,101.0
3971,2.2,3.4,173.0
3972,2.2,4.6,140.0
3973,2.2,4.8,148.0
3974,2.2,2.8,171.0
3975,2.2,3.1,27.0
3976,2.2,3.7,110.0
3977,2.2,4.3,85.0
3978,2.2,4.7,81.0
3979,2.7,4.6,138.0
3980,2.7,4.9,82.0
3981,2.7,4.7,86.0
3982,2.7,4.3,90.0
3983,2.7,5.2,118.0
3984,2.7,4.7,134.0
3985,2.7,3.1,117.0
3986,4.4,5.4,34.0
3987,4.9,3.8,87.0
3988,5.4,6.9,36.0
3989,7.9,6.6,49.0
3990,2.6,4.6,163.0
3991,3.1,3.3,29.0
3992,3.1,5.4,64.0
3993,3.1,4.6,129.0
3994,3.1,4.5,70.0
3995,3.1,2.6,106.0
3996,3.1,5.1,140.0
3997,3.1,4.2,142.0
3998,3.1,4.8,135.0
3999,3.1,4.0,93.0
4000,3.1,4.6,56.0
4001,3.6,4.7,129.0
4002,3.6,4.9,127.0
4003,6.7,4.9,48.0
4004,0.0,2.85,64.0
4005,0.0,2.78,164.0
4006,2.0,2.71,34.0
4007,2.0,2.61,52.0
4008,2.0,2.89,54.0
4009,2.0,3.01,58.0
4010,2.0,2.6,60.0
4011,2.0,2.79,68.0
4012,2.0,3.08,72.0
4013,2.0,3.35,80.0
4014,2.0,3.05,80.0
4015,2.0,3.19,84.0
4016,2.0,2.6,84.0
4017,2.0,3.1,88.0
4018,2.0,2.7,88.0
4019,2.0,2.82,92.0
4020,2.0,2.87,92.0
4021,2.0,2.56,120.0
4022,2.0,2.97,144.0
4023,2.0,2.51,144.0
4024,2.0,2.75,144.0
4025,2.0,3.25,160.0
4026,2.0,2.94,176.0
4027,2.0,2.76,160.0
4028,2.0,2.88,152.0
4029,2.0,3.24,104.0
4030,2.0,3.06,145.0
4031,2.0,2.79,161.0
4032,2.0,3.29,169.0
4033,2.0,2.9,65.0
4034,2.0,2.67,73.0
4035,2.0,2.89,77.0
4036,2.0,2.98,81.0
4037,2.0,2.88,81.0
4038,2.0,2.68,89.0
4039,2.0,3.09,89.0
4040,2.0,2.7,101.0
4041,2.0,2.99,105.0
4042,2.0,2.52,109.0
4043,2.0,2.64,109.0
4044,2.0,3.14,117.0
4045,2.0,2.94,130.0
4046,2.0,2.68,138.0
4047,2.0,2.87,154.0
4048,2.0,3.15,170.0
4049,2.0,3.13,178.0
4050,2.0,3.64,166.0
4051,2.0,2.6,166.0
4052,2.0,3.21,158.0
4053,2.0,2.63,126.0
4054,2.0,2.91,139.0
4055,2.0,3.1,179.0
4056,2.0,2.98,55.0
4057,2.0,2.86,63.0
4058,2.0,2.53,74.0
4059,2.0,3.04,74.0
4060,2.0,2.6,74.0
4061,2.0,2.89,74.0
4062,2.0,2.74,74.0
4063,2.0,2.96,78.0
4064,2.0,2.92,86.0
4065,2.0,2.58,94.0
4066,2.0,2.84,94.0
4067,2.0,2.87,94.0
4068,2.0,2.71,98.0
4069,2.0,2.75,102.0
4070,2.0,3.1,106.0
4071,2.0,2.76,110.0
4072,2.0,2.79,114.0
4073,2.0,2.62,118.0
4074,2.0,2.68,122.0
4075,2.0,2.52999997,140.0
4076,2.0,3.33,140.0
4077,2.0,2.83,148.0
4078,2.0,2.94,156.0
4079,2.0,2.83,180.0
4080,2.0,2.6,132.0
4081,2.0,2.8,108.0
4082,2.0,2.7,133.0
4083,2.0,2.81,133.0
4084,2.0,2.74,141.0
4085,2.0,2.9,149.0
4086,2.0,2.94,139.0
4087,2.0,3.08,94.0
4088,2.0,2.76,93.0
4089,2.0,3.31,71.0
4090,2.0,2.56,75.0
4091,2.0,2.79,75.0
4092,2.0,2.55,75.0
4093,2.0,3.09,87.0
4094,2.0,2.71,87.0
4095,2.0,3.05,87.0
4096,2.0,2.51,91.0
4097,2.0,3.17,91.0
4098,2.0,2.61,91.0
4099,2.0,2.53,103.0
4100,2.0,3.09,107.0
4101,2.0,2.7,111.0
4102,2.0,2.58,123.0
4103,2.0,3.05,150.0
4104,2.0,3.25,158.0
4105,2.0,3.21,158.0
4106,2.0,2.82,178.0
4107,2.0,3.43,162.0
4108,2.0,2.89,154.0
4109,2.0,3.29,91.0
4110,2.0,2.84,135.0
4111,2.0,2.6,110.0
4112,2.0,2.69,64.0
4113,2.0,3.21,106.0
4114,2.0,2.5,60.0
4115,2.0,3.05,83.0
4116,2.0,2.99,65.0
4117,2.0,3.0,37.0
4118,2.0,3.39,140.0
4119,2.0,2.52,164.0
4120,2.0,2.52,156.0
4121,2.0,2.63,87.0
4122,2.0,2.7,119.0
4123,2.0,2.57,56.0
4124,2.0,2.75,123.0
4125,2.0,2.94,37.0
4126,2.0,2.98,43.0
4127,2.0,2.7,56.0
4128,2.0,3.07,74.0
4129,2.0,2.94,151.0
4130,2.0,2.54,111.0
4131,2.5,2.67,92.0
4132,2.5,2.73,124.0
4133,2.5,3.04,144.0
4134,2.5,2.92,73.0
4135,2.5,2.85,73.0
4136,2.5,2.86,77.0
4137,2.5,3.0,97.0
4138,2.5,2.8,101.0
4139,2.5,3.28,117.0
4140,2.5,3.27,131.0
4141,2.5,3.25,82.0
4142,2.5,3.07,132.0
4143,2.5,3.52,132.0
4144,2.5,3.15,180.0
4145,2.5,2.54,93.0
4146,2.5,3.04,90.0
4147,2.5,2.93,81.0
4148,2.5,2.96,127.0
4149,2.5,3.04,97.0
4150,3.0,2.58,68.0
4151,3.0,2.61,66.0
4152,3.0,2.92,71.0
4153,3.0,3.59,178.0
4154,3.0,2.59,65.0
4155,3.5,3.96,165.0
4156,3.5,3.68,88.0
4157,4.5,4.54,117.0
4158,7.0,5.02,159.0
4159,1.0,2.7,44.0
4160,1.0,2.94,44.0
4161,1.0,2.52,50.0
4162,1.0,2.98,54.0
4163,1.0,2.59,54.0
4164,1.0,2.88,76.0
4165,1.0,2.68,80.0
4166,1.0,2.8,80.0
4167,1.0,2.57,84.0
4168,1.0,2.77,84.0
4169,1.0,3.15,88.0
4170,1.0,3.2,88.0
4171,1.0,3.0,88.0
4172,1.0,2.88,88.0
4173,1.0,2.67,92.0
4174,1.0,2.74,112.0
4175,1.0,3.09,112.0
4176,1.0,2.7,116.0
4177,1.0,2.95,120.0
4178,1.0,2.6,136.0
4179,1.0,2.62,152.0
4180,1.0,2.55,153.0
4181,1.0,2.73,127.0
4182,1.0,2.75,101.0
4183,1.0,2.67,65.0
4184,1.0,3.09,69.0
4185,1.0,3.11,73.0
4186,1.0,2.63,101.0
4187,1.0,2.71,105.0
4188,1.0,2.65,121.0
4189,1.0,3.04,125.0
4190,1.0,2.82,130.0
4191,1.0,2.84,138.0
4192,1.0,2.6,154.0
4193,1.0,2.74,162.0
4194,1.0,2.68,158.0
4195,1.0,2.71,150.0
4196,1.0,2.59,134.0
4197,1.0,3.25,100.0
4198,1.0,2.88,100.0
4199,1.0,3.04,139.0
4200,1.0,2.93,139.0
4201,1.0,2.53,147.0
4202,1.0,2.64,163.0
4203,1.0,2.67,125.0
4204,1.0,3.19,98.0
4205,1.0,2.92,98.0
4206,1.0,3.92,97.0
4207,1.0,3.05,97.0
4208,1.0,2.51,41.0
4209,1.0,3.72,49.0
4210,1.0,2.52,53.0
4211,1.0,3.71,55.0
4212,1.0,2.55,66.0
4213,1.0,2.54,74.0
4214,1.0,2.61,86.0
4215,1.0,2.88,86.0
4216,1.0,2.53,90.0
4217,1.0,2.93,98.0
4218,1.0,3.27,102.0
4219,1.0,2.93,114.0
4220,1.0,2.82,118.0
4221,1.0,2.87,140.0
4222,1.0,2.77,148.0
4223,1.0,2.86,156.0
4224,1.0,2.94,156.0
4225,1.0,2.81,172.0
4226,1.0,2.64,148.0
4227,1.0,3.01,95.0
4228,1.0,2.87,95.0
4229,1.0,3.12,149.0
4230,1.0,2.9,149.0
4231,1.0,2.69000006,163.0
4232,1.0,2.69,67.0
4233,1.0,3.04,71.0
4234,1.0,2.74,71.0
4235,1.0,2.6,75.0
4236,1.0,2.74,87.0
4237,1.0,2.95,95.0
4238,1.0,3.14,95.0
4239,1.0,3.06,119.0
4240,1.0,3.13,119.0
4241,1.0,2.87,123.0
4242,1.0,3.13,142.0
4243,1.0,2.6099999,150.0
4244,1.0,2.8,150.0
4245,1.0,2.50999999,166.0
4246,1.0,2.8,178.0
4247,1.0,3.17,76.0
4248,1.0,2.52,76.0
4249,1.0,2.74,143.0
4250,1.0,2.64,143.0
4251,1.0,2.68,159.0
4252,1.0,2.51,167.0
4253,1.0,2.88,167.0
4254,1.0,2.63,177.0
4255,1.0,2.65,153.0
4256,1.0,3.32,105.0
4257,1.0,2.62,66.0
4258,1.0,2.68,125.0
4259,1.0,2.79,75.0
4260,1.0,2.61,66.0
4261,1.0,3.07,135.0
4262,1.0,2.5,88.0
4263,1.0,2.73,110.0
4264,1.0,2.89,84.0
4265,1.0,2.67,95.0
4266,1.0,2.54,132.0
4267,1.0,2.75,177.0
4268,2.4,2.68,176.0
4269,2.4,3.34,111.0
4270,2.4,2.86,71.0
4271,2.9,3.2,153.0
4272,2.9,3.29,85.0
4273,2.9,3.18,146.0
4274,2.9,3.13,154.0
4275,2.9,3.37,86.0
4276,2.9,3.77,98.0
4277,2.9,2.79,118.0
4278,2.9,2.82,156.0
4279,2.9,3.09,158.0
4280,2.9,2.56,160.0
4281,3.4,3.43,60.0
4282,3.4,3.17,68.0
4283,3.4,4.2,72.0
4284,3.4,3.5,84.0
4285,3.4,3.43,88.0
4286,3.4,3.67,88.0
4287,3.4,3.35,92.0
4288,3.4,3.34,96.0
4289,3.4,3.4,100.0
4290,3.4,3.87,104.0
4291,3.4,2.58,152.0
4292,3.4,2.86,104.0
4293,3.4,3.51,145.0
4294,3.4,3.78,161.0
4295,3.4,3.15,93.0
4296,3.4,2.97,97.0
4297,3.4,3.74,97.0
4298,3.4,3.07,130.0
4299,3.4,2.58,131.0
4300,3.4,2.85,147.0
4301,3.4,3.27,155.0
4302,3.4,3.6,163.0
4303,3.4,2.83,133.0
4304,3.4,3.09,45.0
4305,3.4,3.74,47.0
4306,3.4,3.28,57.0
4307,3.4,3.27,90.0
4308,3.4,3.15,90.0
4309,3.4,2.59,106.0
4310,3.4,3.49,118.0
4311,3.4,3.12,124.0
4312,3.4,3.33,141.0
4313,3.4,2.8,149.0
4314,3.4,2.84,149.0
4315,3.4,3.58,157.0
4316,3.4,2.95,139.0
4317,3.4,2.82999992,93.0
4318,3.4,3.31,103.0
4319,3.4,4.01,150.0
4320,3.4,3.5,158.0
4321,3.4,3.37,169.0
4322,3.4,2.71,89.0
4323,3.4,2.99,121.0
4324,3.4,2.62,169.0
4325,3.4,3.09,102.0
4326,3.4,2.95,98.0
4327,3.4,3.14,176.0
4328,3.4,3.84,147.0
4329,3.4,3.37,84.0
4330,3.9,4.06,161.0
4331,3.9,3.65,91.0
4332,4.3,3.05,116.0
4333,4.3,3.4,77.0
4334,4.3,2.79,85.0
4335,4.3,4.16,140.0
4336,4.3,3.81,71.0
4337,4.3,3.67,145.0
4338,4.8,4.78,175.0
4339,4.8,3.82,70.0
4340,5.3,4.1,49.0
4341,5.8,6.21,82.0
4342,2.8,2.95,122.0
4343,2.8,3.48,155.0
4344,2.8,3.46,89.0
4345,2.8,3.31,77.0
4346,3.3,3.64,160.0
4347,3.3,3.81,138.0
4348,3.3,3.9,71.0
4349,3.3,3.26,123.0
4350,3.8,3.26,46.0
4351,3.8,2.58,50.0
4352,3.8,3.35,50.0
4353,3.8,3.2,72.0
4354,3.8,2.95,92.0
4355,3.8,3.64,100.0
4356,3.8,2.71,104.0
4357,3.8,3.0,144.0
4358,3.8,2.81,152.0
4359,3.8,2.57,152.0
4360,3.8,2.85,145.0
4361,3.8,4.55,145.0
4362,3.8,3.47,161.0
4363,3.8,2.66,177.0
4364,3.8,2.94,73.0
4365,3.8,3.54,77.0
4366,3.8,3.41,85.0
4367,3.8,3.51,89.0
4368,3.8,3.3,154.0
4369,3.8,4.12,84.0
4370,3.8,2.75,173.0
4371,3.8,3.18,57.0
4372,3.8,3.86,74.0
4373,3.8,3.19,82.0
4374,3.8,2.97,90.0
4375,3.8,3.73,98.0
4376,3.8,3.51,102.0
4377,3.8,3.06,114.0
4378,3.8,2.78,122.0
4379,3.8,2.72,156.0
4380,3.8,3.83,180.0
4381,3.8,3.38,95.0
4382,3.8,2.64,157.0
4383,3.8,3.71,157.0
4384,3.8,3.55,79.0
4385,3.8,2.81,107.0
4386,3.8,3.31,123.0
4387,3.8,3.38,178.0
4388,3.8,4.67,154.0
4389,3.8,4.25,151.0
4390,3.8,4.0,159.0
4391,3.8,3.75,122.0
4392,3.8,3.44,39.0
4393,3.8,3.71,133.0
4394,4.1,3.89,160.0
4395,4.1,3.32,153.0
4396,4.1,2.64,161.0
4397,4.1,3.16,161.0
4398,4.1,2.59,86.0
4399,4.1,3.21,89.0
4400,4.1,3.64,101.0
4401,4.1,3.42,138.0
4402,4.1,3.14,146.0
4403,4.1,4.87,99.0
4404,4.1,2.72,139.0
4405,4.1,4.62,98.0
4406,4.1,2.89,98.0
4407,4.1,3.24,86.0
4408,4.1,3.49,114.0
4409,4.1,3.83,114.0
4410,4.1,3.32,133.0
4411,4.1,4.26,92.0
4412,4.6,2.57,153.0
4413,4.6,4.45,110.0
4414,4.6,3.91,149.0
4415,4.6,4.16,180.0
4416,5.1,3.92,98.0
4417,5.6,4.0,70.0
4418,7.6,4.67,121.0
4419,2.2,2.87,42.0
4420,2.2,3.47,52.0
4421,2.2,3.0,56.0
4422,2.2,2.95,58.0
4423,2.2,3.09,62.0
4424,2.2,3.42,68.0
4425,2.2,2.94,76.0
4426,2.2,2.76,76.0
4427,2.2,2.95,92.0
4428,2.2,2.52,92.0
4429,2.2,2.98,100.0
4430,2.2,2.56,104.0
4431,2.2,2.51999998,160.0
4432,2.2,3.13,160.0
4433,2.2,3.6,168.0
4434,2.2,3.7,137.0
4435,2.2,3.42,161.0
4436,2.2,2.65,159.0
4437,2.2,3.23,135.0
4438,2.2,2.9,69.0
4439,2.2,3.31,65.0
4440,2.2,3.1,65.0
4441,2.2,3.37,73.0
4442,2.2,2.84,77.0
4443,2.2,3.45,81.0
4444,2.2,2.55,89.0
4445,2.2,3.04,89.0
4446,2.2,2.64,93.0
4447,2.2,3.11,105.0
4448,2.2,2.82,105.0
4449,2.2,2.87,146.0
4450,2.2,3.03,154.0
4451,2.2,3.11,154.0
4452,2.2,2.68,178.0
4453,2.2,2.52,158.0
4454,2.2,3.25,142.0
4455,2.2,2.8,99.0
4456,2.2,3.07,163.0
4457,2.2,3.5,157.0
4458,2.2,3.59,141.0
4459,2.2,2.77,98.0
4460,2.2,2.87,47.0
4461,2.2,2.85,47.0
4462,2.2,2.65,53.0
4463,2.2,2.98,53.0
4464,2.2,2.68,59.0
4465,2.2,2.5,63.0
4466,2.2,2.69,70.0
4467,2.2,2.83,102.0
4468,2.2,2.66000009,122.0
4469,2.2,2.84,148.0
4470,2.2,3.3,156.0
4471,2.2,3.46,156.0
4472,2.2,2.53,180.0
4473,2.2,2.92,116.0
4474,2.2,3.12,133.0
4475,2.2,2.57,173.0
4476,2.2,2.71,179.0
4477,2.2,2.96,93.0
4478,2.2,2.79,93.0
4479,2.2,3.22,45.0
4480,2.2,2.63,103.0
4481,2.2,2.77,142.0
4482,2.2,3.4,150.0
4483,2.2,3.18,158.0
4484,2.2,2.55,92.0
4485,2.2,3.01,75.0
4486,2.2,2.73,143.0
4487,2.2,2.65,159.0
4488,2.2,2.56,159.0
4489,2.2,2.72,153.0
4490,2.2,2.71,145.0
4491,2.2,2.84,79.0
4492,2.2,2.72,161.0
4493,2.2,3.07,94.0
4494,2.2,2.58,77.0
4495,2.2,2.98,60.0
4496,2.2,2.72,147.0
4497,2.7,3.5,84.0
4498,2.7,3.09,112.0
4499,2.7,2.61,116.0
4500,2.7,2.65,124.0
4501,2.7,2.8,136.0
4502,2.7,3.43,144.0
4503,2.7,2.94,144.0
4504,2.7,2.84,160.0
4505,2.7,2.62,136.0
4506,2.7,3.51,72.0
4507,2.7,2.84,72.0
4508,2.7,3.48,137.0
4509,2.7,2.96,161.0
4510,2.7,3.34,161.0
4511,2.7,3.22,69.0
4512,2.7,3.09,69.0
4513,2.7,3.04,77.0
4514,2.7,2.73,81.0
4515,2.7,3.06,93.0
4516,2.7,3.51,101.0
4517,2.7,2.59,105.0
4518,2.7,2.59,125.0
4519,2.7,2.94,138.0
4520,2.7,3.43,154.0
4521,2.7,3.06,170.0
4522,2.7,2.86,174.0
4523,2.7,2.71,100.0
4524,2.7,3.17,51.0
4525,2.7,2.76,131.0
4526,2.7,2.78,147.0
4527,2.7,2.5,155.0
4528,2.7,2.58,157.0
4529,2.7,3.64,39.0
4530,2.7,2.87,45.0
4531,2.7,3.47,59.0
4532,2.7,2.9,59.0
4533,2.7,3.55,78.0
4534,2.7,3.48,94.0
4535,2.7,2.66,110.0
4536,2.7,3.0,118.0
4537,2.7,3.37,118.0
4538,2.7,2.76,132.0
4539,2.7,2.73,132.0
4540,2.7,3.58,148.0
4541,2.7,2.59,180.0
4542,2.7,3.7,141.0
4543,2.7,2.72,157.0
4544,2.7,3.51,79.0
4545,2.7,3.23,79.0
4546,2.7,2.93,79.0
4547,2.7,3.02,87.0
4548,2.7,2.61,99.0
4549,2.7,2.72,107.0
4550,2.7,3.17,119.0
4551,2.7,2.85,134.0
4552,2.7,2.76,142.0
4553,2.7,3.15,142.0
4554,2.7,2.94,150.0
4555,2.7,3.59,158.0
4556,2.7,3.35,158.0
4557,2.7,2.6500001,162.0
4558,2.7,3.8,106.0
4559,2.7,3.36,60.0
4560,2.7,2.5,135.0
4561,2.7,3.28,159.0
4562,2.7,2.73000002,161.0
4563,2.7,2.66,145.0
4564,2.7,3.06,122.0
4565,2.7,3.3,35.0
4566,2.7,3.15,107.0
4567,2.7,2.5,95.0
4568,2.7,3.19,91.0
4569,2.7,2.77,167.0
4570,3.2,2.65,44.0
4571,3.2,3.68,152.0
4572,3.7,3.86,129.0
4573,3.7,3.08,41.0
4574,3.7,3.17,41.0
4575,4.4,3.59,159.0
4576,4.9,5.17,168.0
4577,5.9,4.33,116.0
4578,2.1,3.14,120.0
4579,2.1,3.16,89.0
4580,2.1,3.0,101.0
4581,2.1,3.14,143.0
4582,2.6,2.55,131.0
4583,3.1,3.52,44.0
4584,3.1,3.58,54.0
4585,3.1,2.86,68.0
4586,3.1,3.42,84.0
4587,3.1,2.76,88.0
4588,3.1,2.86,100.0
4589,3.1,3.28,100.0
4590,3.1,3.18,120.0
4591,3.1,3.34,128.0
4592,3.1,3.6,136.0
4593,3.1,3.62,136.0
4594,3.1,3.26,160.0
4595,3.1,2.92,129.0
4596,3.1,3.29,137.0
4597,3.1,3.33,153.0
4598,3.1,2.62,175.0
4599,3.1,3.19,65.0
4600,3.1,3.36,73.0
4601,3.1,3.18,81.0
4602,3.1,3.06,81.0
4603,3.1,2.55,89.0
4604,3.1,3.18,97.0
4605,3.1,3.03,105.0
4606,3.1,3.54,138.0
4607,3.1,3.76,170.0
4608,3.1,3.33,155.0
4609,3.1,3.33,163.0
4610,3.1,4.17,117.0
4611,3.1,2.56999993,33.0
4612,3.1,2.73,43.0
4613,3.1,3.22,74.0
4614,3.1,2.68,74.0
4615,3.1,2.67,78.0
4616,3.1,3.7,94.0
4617,3.1,2.98,94.0
4618,3.1,2.82,98.0
4619,3.1,3.34,98.0
4620,3.1,3.33,106.0
4621,3.1,3.16,114.0
4622,3.1,3.48,114.0
4623,3.1,3.06,118.0
4624,3.1,3.28,140.0
4625,3.1,4.01,132.0
4626,3.1,3.22,133.0
4627,3.1,3.33,141.0
4628,3.1,3.43,157.0
4629,3.1,2.75,157.0
4630,3.1,2.63,155.0
4631,3.1,3.51,131.0
4632,3.1,3.59,78.0
4633,3.1,3.5,71.0
4634,3.1,3.01,79.0
4635,3.1,3.56,79.0
4636,3.1,3.11,107.0
4637,3.1,3.15,111.0
4638,3.1,3.28,123.0
4639,3.1,2.92,127.0
4640,3.1,3.23,134.0
4641,3.1,3.67,134.0
4642,3.1,2.93,150.0
4643,3.1,2.7,162.0
4644,3.1,3.44,143.0
4645,3.1,2.8,151.0
4646,3.1,2.8,159.0
4647,3.1,3.32,159.0
4648,3.1,3.12,161.0
4649,3.1,2.72,121.0
4650,3.1,3.01,100.0
4651,3.1,3.46,104.0
4652,3.1,3.39,134.0
4653,3.1,3.44,155.0
4654,3.1,2.81,101.0
4655,3.1,2.67,102.0
4656,3.6,4.01,160.0
4657,3.6,3.62,169.0
4658,3.6,3.6,178.0
4659,3.6,3.05,139.0
4660,3.6,3.07,109.0
4661,3.6,3.77,108.0
4662,3.6,3.51,173.0
4663,3.6,2.99,144.0
4664,3.6,3.12,75.0
4665,3.6,3.48,167.0
4666,3.6,3.61,123.0
4667,4.2,4.03,168.0
4668,4.2,4.63,155.0
4669,4.2,4.32,148.0
4670,4.2,3.89,75.0
4671,4.2,3.35,120.0
4672,4.2,3.15,127.0
4673,4.2,3.91,148.0
4674,4.7,3.58,138.0
4675,2.0,2.9,48.0
4676,2.0,2.8,58.0
4677,2.0,2.9,64.0
4678,2.0,2.52,96.0
4679,2.0,2.8,96.0
4680,2.0,3.3,136.0
4681,2.0,2.6,144.0
4682,2.0,2.6,97.0
4683,2.0,2.6,70.0
4684,2.0,2.5,98.0
4685,2.0,2.5,118.0
4686,2.0,2.5,140.0
4687,2.0,2.6,141.0
4688,2.0,3.2,46.0
4689,3.0,2.7,92.0
4690,3.5,3.7,42.0
4691,4.0,3.3,41.0
4692,4.5,3.1,96.0
4693,5.5,3.8,75.0
4694,1.0,2.5,68.0
4695,1.0,2.5,100.0
4696,1.0,2.6,97.0
4697,1.0,2.7,47.0
4698,3.4,3.5,50.0
4699,3.4,2.6,52.0
4700,3.4,3.2,64.0
4701,3.4,2.66,96.0
4702,3.4,2.5,97.0
4703,3.4,3.1,74.0
4704,3.4,2.7,133.0
4705,3.4,2.5,95.0
4706,3.4,3.0,99.0
4707,3.4,2.5,99.0
4708,3.9,2.69,63.0
4709,4.3,3.3,100.0
4710,4.3,2.5,69.0
4711,4.3,2.6,60.0
4712,2.8,2.5,141.0
4713,3.8,3.0,68.0
4714,3.8,2.9,74.0
4715,3.8,2.7,74.0
4716,3.8,3.0,78.0
4717,3.8,2.6,99.0
4718,3.8,3.0,142.0
